,0,1,2
406,CHEMBL2361,Mycobacterium tuberculosis,Thymidylate kinase
407,CHEMBL4615,Bacillus subtilis (strain 168),NH(3)-dependent NAD(+) synthetase
408,CHEMBL2428,Homo sapiens,"Myosin light chain kinase, smooth muscle"
409,CHEMBL2216,Mus musculus,Carbonic anhydrase VII
410,CHEMBL2423,Rattus norvegicus,Glutathione S-transferase theta 1
411,CHEMBL2429,Rattus norvegicus,Spermidine synthase
412,CHEMBL2172,Rattus norvegicus,Leukotriene C4 synthase
413,CHEMBL2173,Rattus norvegicus,Carnitine/acylcarnitine translocase
414,CHEMBL2430,Homo sapiens,FK506-binding protein 1B
415,CHEMBL3807,Homo sapiens,T-cell protein-tyrosine phosphatase
416,CHEMBL4794,Homo sapiens,Vanilloid receptor
417,CHEMBL2426,Homo sapiens,Casein kinase I gamma 1
418,CHEMBL4142,Homo sapiens,Fibroblast growth factor receptor 2
419,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1
420,CHEMBL2175,Mus musculus,Glyoxalase I
421,CHEMBL2176,Mus musculus,Phosphatidylinositol synthase
422,CHEMBL263,Rattus norvegicus,Type-1B angiotensin II receptor
423,CHEMBL3066,Rattus norvegicus,Gonadotropin-releasing hormone receptor
424,CHEMBL4824,Rattus norvegicus,P2X purinoceptor 3
425,CHEMBL3847,Homo sapiens,"AMP-activated protein kinase, beta-1 subunit"
426,CHEMBL4708,Homo sapiens,Serine/threonine-protein kinase MST2
427,CHEMBL2424,Homo sapiens,Glyoxalase I
428,CHEMBL2131,Homo sapiens,Indolethylamine N-methyltransferase
429,CHEMBL264,Homo sapiens,Histamine H3 receptor
430,CHEMBL3707,Mus musculus,Beta-2 adrenergic receptor
431,CHEMBL2132,Mus musculus,Mast cell protease 9
432,CHEMBL3287,Mus musculus,Interleukin-2 receptor alpha chain
433,CHEMBL4711,Mus musculus,Atrial natriuretic peptide receptor C
434,CHEMBL2133,Mus musculus,Ryanodine receptor 1
435,CHEMBL2149,Mus musculus,Peripheral-type benzodiazepine receptor
436,CHEMBL5373,Mus musculus,Cannabinoid CB2 receptor
437,CHEMBL4778,Mus musculus,Squalene synthetase
438,CHEMBL2479,Mus musculus,"N-acetyllactosaminide alpha-1,3-galactosyltransferase"
439,CHEMBL2480,Mus musculus,Tyrosine-protein kinase LCK
440,CHEMBL3465,Mus musculus,Sigma opioid receptor
441,CHEMBL3266,Mus musculus,Retinoic acid receptor beta
442,CHEMBL3708,Homo sapiens,Presenilin 2
443,CHEMBL265,Rattus norvegicus,Dopamine D1 receptor
444,CHEMBL2151,Rattus norvegicus,Transthyretin
445,CHEMBL2483,Rattus norvegicus,Cytochrome P450 2D2
446,CHEMBL3709,Rattus norvegicus,Growth hormone-releasing hormone receptor
447,CHEMBL4828,Rattus norvegicus,Synaptic vesicular amine transporter
448,CHEMBL4759,Rattus norvegicus,Glucose-6-phosphatase
449,CHEMBL2095,Rattus norvegicus,FK506-binding protein 1A
450,CHEMBL4799,Rattus norvegicus,Adenylate kinase 3 alpha like 1
451,CHEMBL2388,Homo sapiens,Ubiquinol-cytochrome C reductase complex 7.2 kDa protein
452,CHEMBL3222,Mus musculus,Delta opioid receptor
453,CHEMBL2474,Homo sapiens,Methionine aminopeptidase 1
454,CHEMBL3419,Homo sapiens,Carboxypeptidase B2 isoform A
455,CHEMBL2389,Mus musculus,Adenosylhomocysteinase
456,CHEMBL2390,Rattus norvegicus,Glutathione S-transferase Ya-1
457,CHEMBL2391,Rattus norvegicus,11-beta-hydroxysteroid dehydrogenase 1
458,CHEMBL3710,Homo sapiens,Prostanoid EP3 receptor
459,CHEMBL3351,Homo sapiens,Acetyl-CoA carboxylase 1
460,CHEMBL2335,Homo sapiens,Lysosomal Pro-X carboxypeptidase
461,CHEMBL3775,Homo sapiens,Dual specificity phosphatase Cdc25A
462,CHEMBL2105,Homo sapiens,Polyamine oxidase
463,CHEMBL2393,Homo sapiens,"AMP-activated protein kinase, gamma-1 subunit"
464,CHEMBL2096,Rattus norvegicus,MHC class II
465,CHEMBL2110,Mus musculus,Cytidine deaminase
466,CHEMBL2733,Mus musculus,Somatostatin receptor 5
467,CHEMBL2395,Rattus norvegicus,Purine-nucleoside phosphorylase
468,CHEMBL4944,Rattus norvegicus,Matrix metalloproteinase 13
469,CHEMBL2587,Rattus norvegicus,Neuropeptide Y receptor type 1
470,CHEMBL2097,Homo sapiens,Phospholipase A2 group IIC
471,CHEMBL4945,Gallus gallus,Cellular retinoic acid-binding protein I
472,CHEMBL4466,Gallus gallus,Melatonin receptor 1B
473,CHEMBL3994,Staphylococcus aureus subsp. aureus MRSA252,Enoyl-[acyl-carrier-protein] reductase
474,CHEMBL2363,Rattus norvegicus,Dihydrofolate reductase
475,CHEMBL4467,Homo sapiens,Mucosal addressin cell adhesion molecule-1
476,CHEMBL4468,Rattus norvegicus,Histamine H4 receptor
477,CHEMBL3398,Rattus norvegicus,Renal sodium-dependent phosphate transport protein 1
478,CHEMBL266,Rattus norvegicus,Alpha-2b adrenergic receptor
479,CHEMBL2828,Homo sapiens,Casein kinase I delta
480,CHEMBL4947,Homo sapiens,"Alcohol dehydrogenase, iron containing 1"
481,CHEMBL4948,Homo sapiens,Dual specificity mitogen-activated protein kinase kinase 5
482,CHEMBL3409,Homo sapiens,Glutathione S-transferase A1
483,CHEMBL2099,Homo sapiens,Prostate specific antigen
484,CHEMBL4949,Homo sapiens,Glutathione S-transferase zeta 1
485,CHEMBL2100,Homo sapiens,Glutathione S-transferase Mu 4
486,CHEMBL4072,Homo sapiens,Cathepsin B
487,CHEMBL2475,Rattus norvegicus,Cytochrome P450 2D1
488,CHEMBL2101,Rattus norvegicus,Granzyme A
489,CHEMBL4469,Homo sapiens,Small conductance calcium-activated potassium channel protein 2
490,CHEMBL4121,Homo sapiens,CaM kinase II beta
491,CHEMBL2476,Homo sapiens,Voltage-gated potassium channel subunit Kv7.2
492,CHEMBL2364,Hepatitis C virus,Hepatitis C virus NS4A protein
493,CHEMBL4470,Escherichia coli K-12,Signal peptidase I
494,CHEMBL2501,Rattus norvegicus,Bradykinin B2 receptor
495,CHEMBL4471,Bos taurus,Thrombin
496,CHEMBL2502,Bos taurus,Prostaglandin E synthase
497,CHEMBL4472,Bos taurus,Trypsin II
498,CHEMBL2104,Homo sapiens,P2X purinoceptor 4
499,CHEMBL2503,Bos taurus,NADH-ubiquinone oxidoreductase subunit B14.7
500,CHEMBL2504,Rattus norvegicus,Glutathione S-transferase Mu 2
501,CHEMBL4805,Homo sapiens,P2X purinoceptor 7
502,CHEMBL2365,Mus musculus,Ryanodine receptor 3
503,CHEMBL2845,Homo sapiens,Protein phosphatase 2C beta
504,CHEMBL2505,Homo sapiens,Protein phosphatase 2A regulatory subunit B'
505,CHEMBL3875,Rattus norvegicus,Thyrotropin-releasing hormone receptor 2
506,CHEMBL2506,Homo sapiens,PI3-kinase p85-alpha subunit
507,CHEMBL3595,Homo sapiens,"Glutamate receptor ionotropic, AMPA 3"
508,CHEMBL2106,Homo sapiens,Fructose-bisphosphate aldolase A
509,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC
510,CHEMBL4779,Carica papaya,Papain
511,CHEMBL4780,Torpedo californica,Acetylcholinesterase
512,CHEMBL4074,Oryctolagus cuniculus,Angiotensin-converting enzyme
513,CHEMBL4781,Sus scrofa,Muscarinic acetylcholine receptor M2
514,CHEMBL4782,Proteus vulgaris,Beta-lactamase
515,CHEMBL3768,Oryctolagus cuniculus,Neprilysin
516,CHEMBL3548,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),Peptide N-myristoyltransferase 1
517,CHEMBL3769,Bos taurus,Trypsin I
518,CHEMBL2366,Sus scrofa,Trypsin
519,CHEMBL5131,Trypanosoma cruzi,Trypanothione reductase
520,CHEMBL2865,Oryctolagus cuniculus,Sodium/hydrogen exchanger 1
521,CHEMBL3770,Oryctolagus cuniculus,Sodium/hydrogen exchanger 2
522,CHEMBL2367,Staphylococcus aureus subsp. aureus Mu50,Peptide deformylase
523,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40
524,CHEMBL3562,Moloney murine leukemia virus isolate Shinnick,Moloney murine leukaemia virus Pol protein
525,CHEMBL3563,Trypanosoma cruzi,Cruzipain
526,CHEMBL2368,Carassius auratus,Dopamine D1 receptor
527,CHEMBL3564,Thermus aquaticus,Taq polymerase 1
528,CHEMBL4614,Leishmania major,Dihydrofolate reductase
529,CHEMBL3963,Plasmodium berghei str. ANKA,Dihydrofolate reductase
530,CHEMBL2425,Toxoplasma gondii,Dihydrofolate reductase
531,CHEMBL2902,Lactobacillus casei,Dihydrofolate reductase
532,CHEMBL3565,Neisseria gonorrhoeae,Dihydrofolate reductase
533,CHEMBL1926,Pneumocystis carinii,Dihydrofolate reductase
534,CHEMBL3413,Aedes aegypti,Ecdysone receptor
535,CHEMBL3868,Bombyx mori,Ecdysone receptor
536,CHEMBL2757,Streptococcus pneumoniae,rRNA adenine N-6-methyltransferase
537,CHEMBL3840,Herpes simplex virus (type 1 / strain 17),Ribonucleoside-diphosphate reductase large chain
538,CHEMBL2798,Mus musculus,Cholecystokinin A receptor
539,CHEMBL3569,Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC27009 / DSM 446 / 104-1A) (Bacillus acidocaldarius),Squalene-hopene cyclase
540,CHEMBL3226,Cryptococcus neoformans var. neoformans B-3501A,Imidazoleglycerol-phosphate dehydratase
541,CHEMBL4636,Candida albicans,Prolyl-tRNA synthetase
542,CHEMBL1901,Homo sapiens,Cholecystokinin A receptor
543,CHEMBL2107,Homo sapiens,C-X-C chemokine receptor type 4
544,CHEMBL2108,Homo sapiens,Cyclin T1
545,CHEMBL4777,Homo sapiens,Neuropeptide Y receptor type 1
546,CHEMBL2754,Homo sapiens,T-cell surface antigen CD4
547,CHEMBL4018,Homo sapiens,Neuropeptide Y receptor type 2
548,CHEMBL2109,Homo sapiens,Dual specificity mitogen-activated protein kinase kinase 3
549,CHEMBL2508,Homo sapiens,Cyclin-dependent kinase 6
550,CHEMBL4632,Rattus norvegicus,Palmitoyl-CoA oxidase
551,CHEMBL3570,Mus musculus,Neurotensin receptor 1
552,CHEMBL2514,Homo sapiens,Neurotensin receptor 2
553,CHEMBL5106,Rattus norvegicus,Neurotensin receptor 2
554,CHEMBL2516,Rattus norvegicus,Calcium sensing receptor
555,CHEMBL2112,Bos taurus,NADH-ubiquinone oxidoreductase chain 2
556,CHEMBL2517,Homo sapiens,Cathepsin F
557,CHEMBL4071,Homo sapiens,Cathepsin G
558,CHEMBL268,Homo sapiens,Cathepsin K
559,CHEMBL3034,Rattus norvegicus,Cathepsin K
560,CHEMBL2113,Bos taurus,Cathepsin L
561,CHEMBL3837,Homo sapiens,Cathepsin L
562,CHEMBL3037,Mus musculus,Cannabinoid CB1 receptor
563,CHEMBL3571,Rattus norvegicus,Cannabinoid CB1 receptor
564,CHEMBL2421,Homo sapiens,Corticosteroid binding globulin
565,CHEMBL2088,Homo sapiens,Carboxypeptidase A1
566,CHEMBL3038,Homo sapiens,Carboxypeptidase M
567,CHEMBL3040,Homo sapiens,CDC45-related protein
568,CHEMBL4478,Homo sapiens,Voltage-gated N-type calcium channel alpha-1B subunit
569,CHEMBL2529,Mus musculus,Voltage-gated L-type calcium channel alpha-1C subunit
570,CHEMBL3762,Rattus norvegicus,Voltage-gated L-type calcium channel alpha-1C subunit
571,CHEMBL4132,Rattus norvegicus,Voltage-gated L-type calcium channel alpha-1D subunit
572,CHEMBL3572,Homo sapiens,Cholesteryl ester transfer protein
573,CHEMBL2093,Rattus norvegicus,G2/mitotic-specific cyclin B1
574,CHEMBL2412,Homo sapiens,G2/mitotic-specific cyclin B1
575,CHEMBL3610,Homo sapiens,G1/S-specific cyclin D1
576,CHEMBL269,Rattus norvegicus,Delta opioid receptor
577,CHEMBL3614,Rattus norvegicus,Kappa opioid receptor
578,CHEMBL3041,Bos taurus,Mu opioid receptor
579,CHEMBL270,Rattus norvegicus,Mu opioid receptor
580,CHEMBL3621,Mus musculus,Nociceptin receptor
581,CHEMBL2527,Homo sapiens,Serine/threonine-protein kinase Chk2
582,CHEMBL1914,Homo sapiens,Butyrylcholinesterase
583,CHEMBL2528,Mus musculus,Butyrylcholinesterase
584,CHEMBL2094,Homo sapiens,P2X purinoceptor 1
585,CHEMBL2530,Rattus norvegicus,P2X purinoceptor 1
586,CHEMBL2531,Homo sapiens,P2X purinoceptor 2
587,CHEMBL2495,Rattus norvegicus,P2X purinoceptor 5
588,CHEMBL2122,Rattus norvegicus,P2X purinoceptor 6
589,CHEMBL2496,Rattus norvegicus,P2X purinoceptor 7
590,CHEMBL2123,Homo sapiens,Pyrimidinergic receptor P2Y4
591,CHEMBL3911,Homo sapiens,Leukotriene B4 receptor 1
592,CHEMBL2124,Rattus norvegicus,Pyrimidinergic receptor P2Y4
593,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1
594,CHEMBL2497,Rattus norvegicus,Purinergic receptor P2Y1
595,CHEMBL2413,Homo sapiens,C-C chemokine receptor type 1
596,CHEMBL3473,Homo sapiens,C-C chemokine receptor type 3
597,CHEMBL3996,Rattus norvegicus,Oxytocin receptor
598,CHEMBL2498,Bos taurus,PI3-kinase p110-alpha subunit
599,CHEMBL2499,Mus musculus,PI3-kinase p110-alpha subunit
600,CHEMBL2086,Homo sapiens,Voltage-gated potassium channel subunit Kv1.2
601,CHEMBL4633,Homo sapiens,Voltage-gated potassium channel subunit Kv1.3
602,CHEMBL4818,Mus musculus,Voltage-gated potassium channel subunit Kv1.3
603,CHEMBL4906,Rattus norvegicus,Sodium channel protein type I alpha subunit
604,CHEMBL3399,Rattus norvegicus,Sodium channel protein type II alpha subunit
605,CHEMBL4966,Rattus norvegicus,Sodium channel protein type III alpha subunit
606,CHEMBL4605,Homo sapiens,Oligopeptide transporter small intestine isoform
607,CHEMBL2437,Homo sapiens,Protein phosphatase 2C alpha
608,CHEMBL4820,Bos taurus,Prostanoid FP receptor
609,CHEMBL2152,Rattus norvegicus,Pepsinogen C
610,CHEMBL2438,Homo sapiens,Eosinophil peroxidase
611,CHEMBL2439,Homo sapiens,Myeloperoxidase
612,CHEMBL2440,Mus musculus,Myeloperoxidase
613,CHEMBL271,Homo sapiens,Protein farnesyltransferase/geranylgeranyltransferase type I alpha subunit
614,CHEMBL272,Homo sapiens,Protein farnesyltransferase beta subunit
615,CHEMBL2749,Mus musculus,Platelet-derived growth factor receptor beta
616,CHEMBL2649,Mus musculus,Cyclooxygenase-1
617,CHEMBL273,Rattus norvegicus,Serotonin 1a (5-HT1a) receptor
618,CHEMBL3459,Rattus norvegicus,Serotonin 1b (5-HT1b) receptor
619,CHEMBL5450,Rattus norvegicus,Serotonin 1d (5-HT1d) receptor
620,CHEMBL2414,Homo sapiens,C-C chemokine receptor type 4
621,CHEMBL274,Homo sapiens,C-C chemokine receptor type 5
622,CHEMBL2441,Bos taurus,LDL-associated phospholipase A2
623,CHEMBL3816,Homo sapiens,Cytosolic phospholipase A2
624,CHEMBL4425,Homo sapiens,Phosphodiesterase 1B
625,CHEMBL3474,Homo sapiens,Phospholipase A2 group IIA
626,CHEMBL2154,Homo sapiens,Group IIE secretory phospholipase A2
627,CHEMBL3993,Mus musculus,Platelet activating factor receptor
628,CHEMBL4127,Rattus norvegicus,Platelet activating factor receptor
629,CHEMBL3475,Homo sapiens,Plasminogen activator inhibitor-1
630,CHEMBL2155,Rattus norvegicus,Plasminogen activator inhibitor-1
631,CHEMBL2650,Bos taurus,Phosphodiesterase 1B
632,CHEMBL3477,Bos taurus,Phosphodiesterase 2A
633,CHEMBL2652,Homo sapiens,Phosphodiesterase 2A
634,CHEMBL4650,Rattus norvegicus,Phosphodiesterase 2A
635,CHEMBL275,Homo sapiens,Phosphodiesterase 4B
636,CHEMBL3382,Rattus norvegicus,Phosphodiesterase 4B
637,CHEMBL2712,Rattus norvegicus,Phosphodiesterase 4D
638,CHEMBL3478,Bos taurus,Phosphodiesterase 5A
639,CHEMBL3479,Bos taurus,Phosphodiesterase 6C
640,CHEMBL3860,Homo sapiens,Phosphodiesterase 6D
641,CHEMBL2397,Rattus norvegicus,Acetyl-CoA carboxylase 1
642,CHEMBL4829,Homo sapiens,Acetyl-CoA carboxylase 2
643,CHEMBL2534,Homo sapiens,3-phosphoinositide dependent protein kinase-1
644,CHEMBL2181,Mus musculus,Prostanoid EP1 receptor
645,CHEMBL2488,Mus musculus,Prostanoid EP2 receptor
646,CHEMBL2489,Mus musculus,Prostanoid EP4 receptor
647,CHEMBL2714,Sus scrofa,Pepsin A
648,CHEMBL2182,Homo sapiens,Serotonin 1e (5-HT1e) receptor
649,CHEMBL4646,Rattus norvegicus,Serotonin 1f (5-HT1f) receptor
650,CHEMBL5377,Mus musculus,Serotonin 2a (5-HT2a) receptor
651,CHEMBL2490,Sus scrofa,Serotonin 2a (5-HT2a) receptor
652,CHEMBL2183,Mus musculus,Serotonin 4 (5-HT4) receptor
653,CHEMBL4317,Rattus norvegicus,Serotonin 4 (5-HT4) receptor
654,CHEMBL3426,Homo sapiens,Serotonin 5a (5-HT5a) receptor
655,CHEMBL3597,Mus musculus,Serotonin 5a (5-HT5a) receptor
656,CHEMBL4655,Rattus norvegicus,Serotonin 5a (5-HT5a) receptor
657,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor
658,CHEMBL3372,Rattus norvegicus,Serotonin 6 (5-HT6) receptor
659,CHEMBL4972,Mus musculus,Serotonin 3a (5-HT3a) receptor
660,CHEMBL4747,Rattus norvegicus,Neuronal acetylcholine receptor subunit alpha-6
661,CHEMBL2492,Homo sapiens,Neuronal acetylcholine receptor protein alpha-7 subunit
662,CHEMBL2184,Homo sapiens,Neuronal acetylcholine receptor protein alpha-9 subunit
663,CHEMBL2484,Homo sapiens,Acetylcholine receptor protein epsilon chain
664,CHEMBL4961,Rattus norvegicus,Acetylcholine receptor protein epsilon chain
665,CHEMBL1883,Homo sapiens,Neuronal acetylcholine receptor protein beta-2 subunit
666,CHEMBL2130,Mus musculus,Alpha-1d adrenergic receptor
667,CHEMBL276,Rattus norvegicus,Muscarinic acetylcholine receptor M1
668,CHEMBL3197,Mus musculus,Muscarinic acetylcholine receptor M2
669,CHEMBL5105,Mus musculus,Muscarinic acetylcholine receptor M3
670,CHEMBL2485,Rattus norvegicus,Sodium/potassium-transporting ATPase alpha-4 chain
671,CHEMBL4892,Bos taurus,Alpha-1a adrenergic receptor
672,CHEMBL2486,Mus musculus,Alpha-1b adrenergic receptor
673,CHEMBL3974,Homo sapiens,Proteinase-activated receptor 1
674,CHEMBL4744,Bos taurus,Alpha-2a adrenergic receptor
675,CHEMBL4075,Mus musculus,Alpha-2a adrenergic receptor
676,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein
677,CHEMBL2114,Gallus gallus,Adenosine A1 receptor
678,CHEMBL2115,Mus musculus,Adenosine A2a receptor
679,CHEMBL2116,Homo sapiens,"AMP-activated protein kinase, alpha-2 subunit"
680,CHEMBL2117,Homo sapiens,"AMP-activated protein kinase, beta-2 subunit"
681,CHEMBL2453,Homo sapiens,"AMP-activated protein kinase, gamma-2 subunit"
682,CHEMBL2118,Homo sapiens,Diamine oxidase
683,CHEMBL4648,Rattus norvegicus,Diamine oxidase
684,CHEMBL3198,Mus musculus,Acetylcholinesterase
685,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase
686,CHEMBL1882,Homo sapiens,Neuronal acetylcholine receptor protein alpha-4 subunit
687,CHEMBL4813,Bos taurus,Cytochrome P450 11A1
688,CHEMBL2525,Homo sapiens,Beta secretase 2
689,CHEMBL2522,Homo sapiens,Beta-galactosidase
690,CHEMBL4814,Rattus norvegicus,Beta-glucuronidase
691,CHEMBL4613,Rattus norvegicus,Bradykinin B1 receptor
692,CHEMBL3200,Homo sapiens,Sialidase 2
693,CHEMBL4080,Homo sapiens,Bombesin receptor subtype-3
694,CHEMBL3425,Rattus norvegicus,Neuropeptide FF receptor 2
695,CHEMBL3418,Homo sapiens,Nicastrin
696,CHEMBL3913,Homo sapiens,Complement C1s
697,CHEMBL4027,Rattus norvegicus,Neurokinin 1 receptor
698,CHEMBL4815,Bos taurus,Neurokinin 2 receptor
699,CHEMBL4572,Mus musculus,Muscarinic acetylcholine receptor M4
700,CHEMBL277,Rattus norvegicus,Muscarinic acetylcholine receptor M5
701,CHEMBL2523,Rattus norvegicus,ADAM17
702,CHEMBL3867,Homo sapiens,Alcohol dehydrogenase class IV
703,CHEMBL4607,Homo sapiens,Angiotensin II type 2 (AT-2) receptor
704,CHEMBL2524,Homo sapiens,Alpha-galactosidase A
705,CHEMBL3201,Homo sapiens,Aryl hydrocarbon receptor
706,CHEMBL2431,Homo sapiens,Serine/threonine-protein kinase AKT2
707,CHEMBL4816,Homo sapiens,Serine/threonine-protein kinase AKT3
708,CHEMBL3253,Homo sapiens,Serum albumin
709,CHEMBL4817,Rattus norvegicus,Serum albumin
710,CHEMBL2526,Saccharomyces cerevisiae S288c,Methionine aminopeptidase 1
711,CHEMBL3922,Homo sapiens,Methionine aminopeptidase 2
712,CHEMBL2432,Homo sapiens,Aminopeptidase B
713,CHEMBL2045,Homo sapiens,Pancreatic alpha-amylase
714,CHEMBL2478,Homo sapiens,Salivary alpha-amylase
715,CHEMBL2156,Bos taurus,Atrial natriuretic peptide receptor B
716,CHEMBL3254,Bos taurus,Monoamine oxidase A
717,CHEMBL2398,Rattus norvegicus,Apelin receptor
718,CHEMBL4079,Homo sapiens,G-protein coupled receptor kinase 2
719,CHEMBL2193,Homo sapiens,Cerebroside-sulfatase
720,CHEMBL2399,Homo sapiens,N-acetylgalactosamine-4-sulfatase
721,CHEMBL2194,Homo sapiens,Arylamine N-acetyltransferase 2
722,CHEMBL4775,Mus musculus,Spermidine/spermine N(1)-acetyltransferase 1
723,CHEMBL3255,Homo sapiens,Activating transcription factor 1
724,CHEMBL4771,Rattus norvegicus,Potassium-transporting ATPase beta chain
725,CHEMBL3043,Homo sapiens,Tyrosine aminotransferase
726,CHEMBL3440,Mus musculus,Beta-1 adrenergic receptor
727,CHEMBL3252,Rattus norvegicus,Beta-1 adrenergic receptor
728,CHEMBL2433,Homo sapiens,Prohormone convertase 2
729,CHEMBL2518,Homo sapiens,AICAR transformylase
730,CHEMBL2179,Homo sapiens,Beta-glucocerebrosidase
731,CHEMBL2519,Homo sapiens,Neutral alpha-glucosidase AB
732,CHEMBL2520,Homo sapiens,Neutral alpha-glucosidase C
733,CHEMBL3377,Influenza B virus (strain B/Lee/1940),Neuraminidase
734,CHEMBL2802,Clostridium perfringens (strain 13 / Type A),Microbial collagenase
735,CHEMBL4981,Rattus norvegicus,Cytochrome P450 51
736,CHEMBL4135,Homo sapiens,Geranylgeranyl transferase type I beta subunit
737,CHEMBL3379,Homo sapiens,Cytochrome P450 4F2
738,CHEMBL3076,Homo sapiens,Phenylalanine-4-hydroxylase
739,CHEMBL3077,Rattus norvegicus,Phenylalanine-4-hydroxylase
740,CHEMBL3078,Rattus norvegicus,Thrombin
741,CHEMBL3079,Homo sapiens,Thiamine transporter 1
742,CHEMBL3881,Rattus norvegicus,Tissue inhibitor of metalloproteinases-3
743,CHEMBL3476,Homo sapiens,Inhibitor of nuclear factor kappa B kinase alpha subunit
744,CHEMBL1991,Homo sapiens,Inhibitor of nuclear factor kappa B kinase beta subunit
745,CHEMBL3080,Homo sapiens,Chitinase 1
746,CHEMBL3236,Homo sapiens,Protein-tyrosine phosphatase G1
747,CHEMBL3897,Bacillus subtilis (strain 168),DNA polymerase III
748,CHEMBL3237,Rattus norvegicus,Cytochrome P450 11B2
749,CHEMBL3858,Rattus norvegicus,Carnitine palmitoyltransferase 1A
750,CHEMBL3238,Homo sapiens,Carnitine palmitoyltransferase 2
751,CHEMBL3859,Rattus norvegicus,Cytochrome P450 19A1
752,CHEMBL3239,Rattus norvegicus,Liver glycogen phosphorylase
